county,office,district,party,candidate,votes,state
McPherson,Governor,,LIB,Michael J. Myers,20,SD
Meade,Governor,,LIB,Michael J. Myers,432,SD
Mellette,Governor,,LIB,Michael J. Myers,33,SD
Miner,Governor,,LIB,Michael J. Myers,31,SD
Minnehaha,Governor,,LIB,Michael J. Myers,2320,SD
Moody,Governor,,LIB,Michael J. Myers,97,SD
Pennington,Governor,,LIB,Michael J. Myers,1564,SD
Perkins,Governor,,LIB,Michael J. Myers,77,SD
Potter,Governor,,LIB,Michael J. Myers,23,SD
Roberts,Governor,,LIB,Michael J. Myers,86,SD
Sanborn,Governor,,LIB,Michael J. Myers,28,SD
Shannon,Governor,,LIB,Michael J. Myers,206,SD
Spink,Governor,,LIB,Michael J. Myers,72,SD
Stanley,Governor,,LIB,Michael J. Myers,42,SD
Sully,Governor,,LIB,Michael J. Myers,20,SD
Todd,Governor,,LIB,Michael J. Myers,132,SD
Tripp,Governor,,LIB,Michael J. Myers,52,SD
Turner,Governor,,LIB,Michael J. Myers,211,SD
Union,Governor,,LIB,Michael J. Myers,255,SD
Walworth,Governor,,LIB,Michael J. Myers,52,SD
Yankton,Governor,,LIB,Michael J. Myers,326,SD
Ziebach,Governor,,LIB,Michael J. Myers,33,SD
Anderson,Governor,,Constitution,Shaun Crowell,262,TN
Anderson,Governor,,Democratic,"Charles V. ""Charlie"" Brown",3171,TN
Anderson,Governor,,Green,Isa Infante,379,TN
Anderson,Governor,,Independent,Daniel T. Lewis,94,TN
Anderson,Governor,,Independent,John Jay Hooker,385,TN
Anderson,Governor,,Independent,Steven Damon Coburn,100,TN
Anderson,Governor,,Republican,Bill Haslam,13367,TN
Bedford,Governor,,Constitution,Shaun Crowell,189,TN
Bedford,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1227,TN
Bedford,Governor,,Green,Isa Infante,49,TN
Bedford,Governor,,Independent,Daniel T. Lewis,54,TN
Bedford,Governor,,Independent,John Jay Hooker,212,TN
Bedford,Governor,,Independent,Steven Damon Coburn,56,TN
Bedford,Governor,,Republican,Bill Haslam,5653,TN
Benton,Governor,,Constitution,Shaun Crowell,183,TN
Benton,Governor,,Democratic,"Charles V. ""Charlie"" Brown",991,TN
Benton,Governor,,Green,Isa Infante,10,TN
Benton,Governor,,Independent,Daniel T. Lewis,24,TN
Benton,Governor,,Independent,John Jay Hooker,79,TN
Benton,Governor,,Independent,Steven Damon Coburn,29,TN
Benton,Governor,,Republican,Bill Haslam,2415,TN
Bledsoe,Governor,,Constitution,Shaun Crowell,68,TN
Bledsoe,Governor,,Democratic,"Charles V. ""Charlie"" Brown",620,TN
Bledsoe,Governor,,Green,Isa Infante,13,TN
Bledsoe,Governor,,Independent,Daniel T. Lewis,18,TN
Bledsoe,Governor,,Independent,John Jay Hooker,51,TN
Bledsoe,Governor,,Independent,Steven Damon Coburn,17,TN
Bledsoe,Governor,,Republican,Bill Haslam,1786,TN
Blount,Governor,,Constitution,Shaun Crowell,561,TN
Blount,Governor,,Democratic,"Charles V. ""Charlie"" Brown",4171,TN
Blount,Governor,,Green,Isa Infante,442,TN
Blount,Governor,,Independent,Daniel T. Lewis,197,TN
Blount,Governor,,Independent,John Jay Hooker,472,TN
Blount,Governor,,Independent,Steven Damon Coburn,164,TN
Blount,Governor,,Republican,Bill Haslam,23653,TN
Bradley,Governor,,Constitution,Shaun Crowell,310,TN
Bradley,Governor,,Democratic,"Charles V. ""Charlie"" Brown",2528,TN
Bradley,Governor,,Green,Isa Infante,122,TN
Bradley,Governor,,Independent,Daniel T. Lewis,126,TN
Bradley,Governor,,Independent,John Jay Hooker,204,TN
Bradley,Governor,,Independent,Steven Damon Coburn,86,TN
Bradley,Governor,,Republican,Bill Haslam,16709,TN
Campbell,Governor,,Constitution,Shaun Crowell,79,TN
Campbell,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1145,TN
Campbell,Governor,,Green,Isa Infante,30,TN
Campbell,Governor,,Independent,Daniel T. Lewis,39,TN
Campbell,Governor,,Independent,John Jay Hooker,135,TN
Campbell,Governor,,Independent,Steven Damon Coburn,25,TN
Campbell,Governor,,Republican,Bill Haslam,4981,TN
Cannon,Governor,,Constitution,Shaun Crowell,64,TN
Cannon,Governor,,Democratic,"Charles V. ""Charlie"" Brown",546,TN
Cannon,Governor,,Green,Isa Infante,26,TN
Cannon,Governor,,Independent,Daniel T. Lewis,45,TN
Cannon,Governor,,Independent,John Jay Hooker,98,TN
Cannon,Governor,,Independent,Steven Damon Coburn,14,TN
Cannon,Governor,,Republican,Bill Haslam,1977,TN
Carroll,Governor,,Constitution,Shaun Crowell,239,TN
Carroll,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1430,TN
Carroll,Governor,,Green,Isa Infante,28,TN
Carroll,Governor,,Independent,Daniel T. Lewis,30,TN
Carroll,Governor,,Independent,John Jay Hooker,118,TN
Carroll,Governor,,Independent,Steven Damon Coburn,44,TN
Carroll,Governor,,Republican,Bill Haslam,4313,TN
Carter,Governor,,Constitution,Shaun Crowell,308,TN
Carter,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1530,TN
Carter,Governor,,Green,Isa Infante,118,TN
Carter,Governor,,Independent,Daniel T. Lewis,172,TN
Carter,Governor,,Independent,John Jay Hooker,182,TN
Carter,Governor,,Independent,Steven Damon Coburn,91,TN
Carter,Governor,,Republican,Bill Haslam,8376,TN
Cheatham,Governor,,Constitution,Shaun Crowell,232,TN
Cheatham,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1535,TN
Cheatham,Governor,,Green,Isa Infante,132,TN
Cheatham,Governor,,Independent,Daniel T. Lewis,54,TN
Cheatham,Governor,,Independent,John Jay Hooker,331,TN
Cheatham,Governor,,Independent,Steven Damon Coburn,49,TN
Cheatham,Governor,,Republican,Bill Haslam,6191,TN
Chester,Governor,,Constitution,Shaun Crowell,103,TN
Chester,Governor,,Democratic,"Charles V. ""Charlie"" Brown",510,TN
Chester,Governor,,Green,Isa Infante,11,TN
Chester,Governor,,Independent,Daniel T. Lewis,24,TN
Chester,Governor,,Independent,John Jay Hooker,44,TN
Chester,Governor,,Independent,Steven Damon Coburn,33,TN
Chester,Governor,,Republican,Bill Haslam,2659,TN
Claiborne,Governor,,Constitution,Shaun Crowell,88,TN
Claiborne,Governor,,Democratic,"Charles V. ""Charlie"" Brown",948,TN
Claiborne,Governor,,Green,Isa Infante,19,TN
Claiborne,Governor,,Independent,Daniel T. Lewis,41,TN
Claiborne,Governor,,Independent,John Jay Hooker,121,TN
Claiborne,Governor,,Independent,Steven Damon Coburn,37,TN
Claiborne,Governor,,Republican,Bill Haslam,4015,TN
Clay,Governor,,Constitution,Shaun Crowell,26,TN
Clay,Governor,,Democratic,"Charles V. ""Charlie"" Brown",378,TN
Clay,Governor,,Green,Isa Infante,6,TN
Clay,Governor,,Independent,Daniel T. Lewis,12,TN
Clay,Governor,,Independent,John Jay Hooker,43,TN
Clay,Governor,,Independent,Steven Damon Coburn,17,TN
Clay,Governor,,Republican,Bill Haslam,963,TN
Cocke,Governor,,Constitution,Shaun Crowell,147,TN
Cocke,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1032,TN
Cocke,Governor,,Green,Isa Infante,62,TN
Cocke,Governor,,Independent,Daniel T. Lewis,69,TN
Cocke,Governor,,Independent,John Jay Hooker,185,TN
Cocke,Governor,,Independent,Steven Damon Coburn,61,TN
Cocke,Governor,,Republican,Bill Haslam,5615,TN
Coffee,Governor,,Constitution,Shaun Crowell,271,TN
Coffee,Governor,,Democratic,"Charles V. ""Charlie"" Brown",2008,TN
Coffee,Governor,,Green,Isa Infante,77,TN
Coffee,Governor,,Independent,Daniel T. Lewis,104,TN
Coffee,Governor,,Independent,John Jay Hooker,365,TN
Coffee,Governor,,Independent,Steven Damon Coburn,103,TN
Coffee,Governor,,Independent,Write-In - BeLinda Jo Ivins,9,TN
Coffee,Governor,,Republican,Bill Haslam,7986,TN
Crockett,Governor,,Constitution,Shaun Crowell,57,TN
Crockett,Governor,,Democratic,"Charles V. ""Charlie"" Brown",558,TN
Crockett,Governor,,Green,Isa Infante,12,TN
Crockett,Governor,,Independent,Daniel T. Lewis,16,TN
Crockett,Governor,,Independent,John Jay Hooker,49,TN
Crockett,Governor,,Independent,Steven Damon Coburn,16,TN
Crockett,Governor,,Republican,Bill Haslam,2222,TN
Cumberland,Governor,,Constitution,Shaun Crowell,294,TN
Cumberland,Governor,,Democratic,"Charles V. ""Charlie"" Brown",2543,TN
Cumberland,Governor,,Green,Isa Infante,168,TN
Cumberland,Governor,,Independent,Daniel T. Lewis,103,TN
Cumberland,Governor,,Independent,John Jay Hooker,220,TN
Cumberland,Governor,,Independent,Steven Damon Coburn,120,TN
Cumberland,Governor,,Republican,Bill Haslam,12978,TN
Davidson,Governor,,Constitution,Shaun Crowell,1673,TN
Davidson,Governor,,Democratic,"Charles V. ""Charlie"" Brown",47438,TN
Davidson,Governor,,Green,Isa Infante,4451,TN
Davidson,Governor,,Independent,Daniel T. Lewis,831,TN
Davidson,Governor,,Independent,John Jay Hooker,7166,TN
Davidson,Governor,,Independent,Steven Damon Coburn,731,TN
Davidson,Governor,,Independent,Write-In - Mark Pearson,2,TN
Davidson,Governor,,Republican,Bill Haslam,71661,TN
Decatur,Governor,,Constitution,Shaun Crowell,38,TN
Decatur,Governor,,Democratic,"Charles V. ""Charlie"" Brown",510,TN
Decatur,Governor,,Green,Isa Infante,5,TN
Decatur,Governor,,Independent,Daniel T. Lewis,27,TN
Decatur,Governor,,Independent,John Jay Hooker,63,TN
Decatur,Governor,,Independent,Steven Damon Coburn,15,TN
Decatur,Governor,,Republican,Bill Haslam,1634,TN
Dekalb,Governor,,Constitution,Shaun Crowell,83,TN
Dekalb,Governor,,Democratic,"Charles V. ""Charlie"" Brown",834,TN
Dekalb,Governor,,Green,Isa Infante,38,TN
Dekalb,Governor,,Independent,Daniel T. Lewis,32,TN
Dekalb,Governor,,Independent,John Jay Hooker,119,TN
Dekalb,Governor,,Independent,Steven Damon Coburn,42,TN
Dekalb,Governor,,Republican,Bill Haslam,2423,TN
Dickson,Governor,,Constitution,Shaun Crowell,244,TN
Dickson,Governor,,Democratic,"Charles V. ""Charlie"" Brown",2297,TN
Dickson,Governor,,Green,Isa Infante,78,TN
Dickson,Governor,,Independent,Daniel T. Lewis,61,TN
Dickson,Governor,,Independent,John Jay Hooker,326,TN
Dickson,Governor,,Independent,Steven Damon Coburn,49,TN
Dickson,Governor,,Republican,Bill Haslam,6830,TN
Dyer,Governor,,Constitution,Shaun Crowell,250,TN
Dyer,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1162,TN
Dyer,Governor,,Green,Isa Infante,16,TN
Dyer,Governor,,Independent,Daniel T. Lewis,36,TN
Dyer,Governor,,Independent,John Jay Hooker,124,TN
Dyer,Governor,,Independent,Steven Damon Coburn,46,TN
Dyer,Governor,,Republican,Bill Haslam,5710,TN
Fayette,Governor,,Constitution,Shaun Crowell,217,TN
Fayette,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1976,TN
Fayette,Governor,,Green,Isa Infante,47,TN
Fayette,Governor,,Independent,Daniel T. Lewis,42,TN
Fayette,Governor,,Independent,John Jay Hooker,84,TN
Fayette,Governor,,Independent,Steven Damon Coburn,47,TN
Fayette,Governor,,Republican,Bill Haslam,8141,TN
Fentress,Governor,,Constitution,Shaun Crowell,96,TN
Fentress,Governor,,Democratic,"Charles V. ""Charlie"" Brown",617,TN
Fentress,Governor,,Green,Isa Infante,18,TN
Fentress,Governor,,Independent,Daniel T. Lewis,26,TN
Fentress,Governor,,Independent,John Jay Hooker,77,TN
Fentress,Governor,,Independent,Steven Damon Coburn,34,TN
Fentress,Governor,,Republican,Bill Haslam,2371,TN
Franklin,Governor,,Constitution,Shaun Crowell,156,TN
Franklin,Governor,,Democratic,"Charles V. ""Charlie"" Brown",2022,TN
Franklin,Governor,,Green,Isa Infante,169,TN
Franklin,Governor,,Independent,Daniel T. Lewis,56,TN
Franklin,Governor,,Independent,John Jay Hooker,239,TN
Franklin,Governor,,Independent,Steven Damon Coburn,52,TN
Franklin,Governor,,Independent,Write-In - BeLinda Jo Ivins,1,TN
Franklin,Governor,,Republican,Bill Haslam,6595,TN
Gibson,Governor,,Constitution,Shaun Crowell,679,TN
Gibson,Governor,,Democratic,"Charles V. ""Charlie"" Brown",2300,TN
Gibson,Governor,,Green,Isa Infante,26,TN
Gibson,Governor,,Independent,Daniel T. Lewis,50,TN
Gibson,Governor,,Independent,John Jay Hooker,176,TN
Gibson,Governor,,Independent,Steven Damon Coburn,70,TN
Gibson,Governor,,Republican,Bill Haslam,7819,TN
Giles,Governor,,Constitution,Shaun Crowell,124,TN
Giles,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1229,TN
Giles,Governor,,Green,Isa Infante,31,TN
Giles,Governor,,Independent,Daniel T. Lewis,43,TN
Giles,Governor,,Independent,John Jay Hooker,144,TN
Giles,Governor,,Independent,Steven Damon Coburn,28,TN
Giles,Governor,,Independent,Write-In - Mark Pearson,8,TN
Giles,Governor,,Republican,Bill Haslam,3922,TN
Grainger,Governor,,Constitution,Shaun Crowell,69,TN
Grainger,Governor,,Democratic,"Charles V. ""Charlie"" Brown",635,TN
Grainger,Governor,,Green,Isa Infante,26,TN
Grainger,Governor,,Independent,Daniel T. Lewis,25,TN
Grainger,Governor,,Independent,John Jay Hooker,90,TN
Grainger,Governor,,Independent,Steven Damon Coburn,29,TN
Grainger,Governor,,Republican,Bill Haslam,3274,TN
Greene,Governor,,Constitution,Shaun Crowell,422,TN
Greene,Governor,,Democratic,"Charles V. ""Charlie"" Brown",2118,TN
Greene,Governor,,Green,Isa Infante,107,TN
Greene,Governor,,Independent,Daniel T. Lewis,136,TN
Greene,Governor,,Independent,John Jay Hooker,255,TN
Greene,Governor,,Independent,Steven Damon Coburn,117,TN
Greene,Governor,,Independent,Write-In - Mark Pearson,1,TN
Greene,Governor,,Republican,Bill Haslam,10146,TN
Grundy,Governor,,Constitution,Shaun Crowell,60,TN
Grundy,Governor,,Democratic,"Charles V. ""Charlie"" Brown",645,TN
Grundy,Governor,,Green,Isa Infante,27,TN
Grundy,Governor,,Independent,Daniel T. Lewis,29,TN
Grundy,Governor,,Independent,John Jay Hooker,68,TN
Grundy,Governor,,Independent,Steven Damon Coburn,13,TN
Grundy,Governor,,Independent,Write-In - BeLinda Jo Ivins,2,TN
Grundy,Governor,,Republican,Bill Haslam,1556,TN
Hamblen,Governor,,Constitution,Shaun Crowell,164,TN
Hamblen,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1515,TN
Hamblen,Governor,,Green,Isa Infante,80,TN
Hamblen,Governor,,Independent,Daniel T. Lewis,75,TN
Hamblen,Governor,,Independent,John Jay Hooker,224,TN
Hamblen,Governor,,Independent,Steven Damon Coburn,51,TN
Hamblen,Governor,,Republican,Bill Haslam,8978,TN
Hamilton,Governor,,Constitution,Shaun Crowell,799,TN
Hamilton,Governor,,Democratic,"Charles V. ""Charlie"" Brown",19462,TN
Hamilton,Governor,,Green,Isa Infante,1118,TN
Hamilton,Governor,,Independent,Daniel T. Lewis,365,TN
Hamilton,Governor,,Independent,John Jay Hooker,869,TN
Hamilton,Governor,,Independent,Steven Damon Coburn,278,TN
Hamilton,Governor,,Republican,Bill Haslam,56750,TN
Hancock,Governor,,Constitution,Shaun Crowell,25,TN
Hancock,Governor,,Democratic,"Charles V. ""Charlie"" Brown",166,TN
Hancock,Governor,,Green,Isa Infante,12,TN
Hancock,Governor,,Independent,Daniel T. Lewis,10,TN
Hancock,Governor,,Independent,John Jay Hooker,27,TN
Hancock,Governor,,Independent,Steven Damon Coburn,4,TN
Hancock,Governor,,Republican,Bill Haslam,676,TN
Hardeman,Governor,,Constitution,Shaun Crowell,75,TN
Hardeman,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1809,TN
Hardeman,Governor,,Green,Isa Infante,10,TN
Hardeman,Governor,,Independent,Daniel T. Lewis,19,TN
Hardeman,Governor,,Independent,John Jay Hooker,59,TN
Hardeman,Governor,,Independent,Steven Damon Coburn,25,TN
Hardeman,Governor,,Republican,Bill Haslam,2891,TN
Hardin,Governor,,Constitution,Shaun Crowell,57,TN
Hardin,Governor,,Democratic,"Charles V. ""Charlie"" Brown",764,TN
Hardin,Governor,,Green,Isa Infante,12,TN
Hardin,Governor,,Independent,Daniel T. Lewis,30,TN
Hardin,Governor,,Independent,John Jay Hooker,101,TN
Hardin,Governor,,Independent,Steven Damon Coburn,40,TN
Hardin,Governor,,Republican,Bill Haslam,4046,TN
Hawkins,Governor,,Constitution,Shaun Crowell,208,TN
Hawkins,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1575,TN
Hawkins,Governor,,Green,Isa Infante,55,TN
Hawkins,Governor,,Independent,Daniel T. Lewis,105,TN
Hawkins,Governor,,Independent,John Jay Hooker,184,TN
Hawkins,Governor,,Independent,Steven Damon Coburn,87,TN
Hawkins,Governor,,Republican,Bill Haslam,8730,TN
Haywood,Governor,,Constitution,Shaun Crowell,36,TN
Haywood,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1341,TN
Haywood,Governor,,Green,Isa Infante,10,TN
Haywood,Governor,,Independent,Daniel T. Lewis,9,TN
Haywood,Governor,,Independent,John Jay Hooker,25,TN
Haywood,Governor,,Independent,Steven Damon Coburn,12,TN
Haywood,Governor,,Republican,Bill Haslam,1940,TN
Henderson,Governor,,Constitution,Shaun Crowell,170,TN
Henderson,Governor,,Democratic,"Charles V. ""Charlie"" Brown",790,TN
Henderson,Governor,,Green,Isa Infante,14,TN
Henderson,Governor,,Independent,Daniel T. Lewis,46,TN
Henderson,Governor,,Independent,John Jay Hooker,86,TN
Henderson,Governor,,Independent,Steven Damon Coburn,46,TN
Henderson,Governor,,Republican,Bill Haslam,3836,TN
Henry,Governor,,Constitution,Shaun Crowell,204,TN
Henry,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1533,TN
Henry,Governor,,Green,Isa Infante,23,TN
Henry,Governor,,Independent,Daniel T. Lewis,36,TN
Henry,Governor,,Independent,John Jay Hooker,142,TN
Henry,Governor,,Independent,Steven Damon Coburn,44,TN
Henry,Governor,,Republican,Bill Haslam,5297,TN
Hickman,Governor,,Constitution,Shaun Crowell,127,TN
Hickman,Governor,,Democratic,"Charles V. ""Charlie"" Brown",976,TN
Hickman,Governor,,Green,Isa Infante,24,TN
Hickman,Governor,,Independent,Daniel T. Lewis,40,TN
Hickman,Governor,,Independent,John Jay Hooker,118,TN
Hickman,Governor,,Independent,Steven Damon Coburn,32,TN
Hickman,Governor,,Republican,Bill Haslam,2956,TN
Houston,Governor,,Constitution,Shaun Crowell,67,TN
Houston,Governor,,Democratic,"Charles V. ""Charlie"" Brown",634,TN
Houston,Governor,,Green,Isa Infante,14,TN
Houston,Governor,,Independent,Daniel T. Lewis,12,TN
Houston,Governor,,Independent,John Jay Hooker,44,TN
Houston,Governor,,Independent,Steven Damon Coburn,15,TN
Houston,Governor,,Republican,Bill Haslam,1005,TN
Humphreys,Governor,,Constitution,Shaun Crowell,288,TN
Humphreys,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1201,TN
Humphreys,Governor,,Green,Isa Infante,16,TN
Humphreys,Governor,,Independent,Daniel T. Lewis,23,TN
Humphreys,Governor,,Independent,John Jay Hooker,121,TN
Humphreys,Governor,,Independent,Steven Damon Coburn,13,TN
Humphreys,Governor,,Republican,Bill Haslam,2512,TN
Jackson,Governor,,Constitution,Shaun Crowell,58,TN
Jackson,Governor,,Democratic,"Charles V. ""Charlie"" Brown",611,TN
Jackson,Governor,,Green,Isa Infante,34,TN
Jackson,Governor,,Independent,Daniel T. Lewis,20,TN
Jackson,Governor,,Independent,John Jay Hooker,80,TN
Jackson,Governor,,Independent,Steven Damon Coburn,22,TN
Jackson,Governor,,Republican,Bill Haslam,1451,TN
Jefferson,Governor,,Constitution,Shaun Crowell,155,TN
Jefferson,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1370,TN
Jefferson,Governor,,Green,Isa Infante,108,TN
Jefferson,Governor,,Independent,Daniel T. Lewis,84,TN
Jefferson,Governor,,Independent,John Jay Hooker,222,TN
Jefferson,Governor,,Independent,Steven Damon Coburn,76,TN
Jefferson,Governor,,Republican,Bill Haslam,8423,TN
Johnson,Governor,,Constitution,Shaun Crowell,86,TN
Johnson,Governor,,Democratic,"Charles V. ""Charlie"" Brown",484,TN
Johnson,Governor,,Green,Isa Infante,24,TN
Johnson,Governor,,Independent,Daniel T. Lewis,26,TN
Johnson,Governor,,Independent,John Jay Hooker,53,TN
Johnson,Governor,,Independent,Steven Damon Coburn,33,TN
Johnson,Governor,,Republican,Bill Haslam,2547,TN
Knox,Governor,,Constitution,Shaun Crowell,1390,TN
Knox,Governor,,Democratic,"Charles V. ""Charlie"" Brown",15986,TN
Knox,Governor,,Green,Isa Infante,2806,TN
Knox,Governor,,Independent,Daniel T. Lewis,522,TN
Knox,Governor,,Independent,John Jay Hooker,2214,TN
Knox,Governor,,Independent,Steven Damon Coburn,487,TN
Knox,Governor,,Republican,Bill Haslam,78571,TN
Lake,Governor,,Constitution,Shaun Crowell,35,TN
Lake,Governor,,Democratic,"Charles V. ""Charlie"" Brown",409,TN
Lake,Governor,,Green,Isa Infante,3,TN
Lake,Governor,,Independent,Daniel T. Lewis,19,TN
Lake,Governor,,Independent,John Jay Hooker,51,TN
Lake,Governor,,Independent,Steven Damon Coburn,17,TN
Lake,Governor,,Republican,Bill Haslam,629,TN
Lauderdale,Governor,,Constitution,Shaun Crowell,78,TN
Lauderdale,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1201,TN
Lauderdale,Governor,,Green,Isa Infante,7,TN
Lauderdale,Governor,,Independent,Daniel T. Lewis,23,TN
Lauderdale,Governor,,Independent,John Jay Hooker,87,TN
Lauderdale,Governor,,Independent,Steven Damon Coburn,34,TN
Lauderdale,Governor,,Independent,Write-In - A. Darryl Haas,1,TN
Lauderdale,Governor,,Republican,Bill Haslam,2652,TN
Lawrence,Governor,,Constitution,Shaun Crowell,225,TN
Lawrence,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1681,TN
Lawrence,Governor,,Green,Isa Infante,34,TN
Lawrence,Governor,,Independent,Daniel T. Lewis,66,TN
Lawrence,Governor,,Independent,John Jay Hooker,205,TN
Lawrence,Governor,,Independent,Steven Damon Coburn,56,TN
Lawrence,Governor,,Republican,Bill Haslam,6264,TN
Lewis,Governor,,Constitution,Shaun Crowell,89,TN
Lewis,Governor,,Democratic,"Charles V. ""Charlie"" Brown",531,TN
Lewis,Governor,,Green,Isa Infante,44,TN
Lewis,Governor,,Independent,Daniel T. Lewis,27,TN
Lewis,Governor,,Independent,John Jay Hooker,48,TN
Lewis,Governor,,Independent,Steven Damon Coburn,17,TN
Lewis,Governor,,Republican,Bill Haslam,1857,TN
Lincoln,Governor,,Constitution,Shaun Crowell,164,TN
Lincoln,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1077,TN
Lincoln,Governor,,Green,Isa Infante,39,TN
Lincoln,Governor,,Independent,Daniel T. Lewis,54,TN
Lincoln,Governor,,Independent,John Jay Hooker,127,TN
Lincoln,Governor,,Independent,Steven Damon Coburn,54,TN
Lincoln,Governor,,Republican,Bill Haslam,4720,TN
Loudon,Governor,,Constitution,Shaun Crowell,157,TN
Loudon,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1610,TN
Loudon,Governor,,Green,Isa Infante,212,TN
Loudon,Governor,,Independent,Daniel T. Lewis,73,TN
Loudon,Governor,,Independent,John Jay Hooker,218,TN
Loudon,Governor,,Independent,Steven Damon Coburn,74,TN
Loudon,Governor,,Republican,Bill Haslam,12015,TN
Macon,Governor,,Constitution,Shaun Crowell,67,TN
Macon,Governor,,Democratic,"Charles V. ""Charlie"" Brown",483,TN
Macon,Governor,,Green,Isa Infante,20,TN
Macon,Governor,,Independent,Daniel T. Lewis,32,TN
Macon,Governor,,Independent,John Jay Hooker,94,TN
Macon,Governor,,Independent,Steven Damon Coburn,31,TN
Macon,Governor,,Republican,Bill Haslam,2436,TN
Madison,Governor,,Constitution,Shaun Crowell,722,TN
Madison,Governor,,Democratic,"Charles V. ""Charlie"" Brown",6640,TN
Madison,Governor,,Green,Isa Infante,95,TN
Madison,Governor,,Independent,Daniel T. Lewis,94,TN
Madison,Governor,,Independent,John Jay Hooker,317,TN
Madison,Governor,,Independent,Steven Damon Coburn,100,TN
Madison,Governor,,Republican,Bill Haslam,14563,TN
Marion,Governor,,Constitution,Shaun Crowell,84,TN
Marion,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1685,TN
Marion,Governor,,Green,Isa Infante,39,TN
Marion,Governor,,Independent,Daniel T. Lewis,51,TN
Marion,Governor,,Independent,John Jay Hooker,88,TN
Marion,Governor,,Independent,Steven Damon Coburn,23,TN
Marion,Governor,,Independent,Write-In - BeLinda Jo Ivins,1,TN
Marion,Governor,,Republican,Bill Haslam,4233,TN
Marshall,Governor,,Constitution,Shaun Crowell,151,TN
Marshall,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1224,TN
Marshall,Governor,,Green,Isa Infante,27,TN
Marshall,Governor,,Independent,Daniel T. Lewis,40,TN
Marshall,Governor,,Independent,John Jay Hooker,185,TN
Marshall,Governor,,Independent,Steven Damon Coburn,32,TN
Marshall,Governor,,Republican,Bill Haslam,4279,TN
Maury,Governor,,Constitution,Shaun Crowell,763,TN
Maury,Governor,,Democratic,"Charles V. ""Charlie"" Brown",4145,TN
Maury,Governor,,Green,Isa Infante,170,TN
Maury,Governor,,Independent,Daniel T. Lewis,130,TN
Maury,Governor,,Independent,John Jay Hooker,337,TN
Maury,Governor,,Independent,Steven Damon Coburn,131,TN
Maury,Governor,,Republican,Bill Haslam,12790,TN
McMinn,Governor,,Constitution,Shaun Crowell,159,TN
McMinn,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1654,TN
McMinn,Governor,,Green,Isa Infante,53,TN
McMinn,Governor,,Independent,Daniel T. Lewis,50,TN
McMinn,Governor,,Independent,John Jay Hooker,168,TN
McMinn,Governor,,Independent,Steven Damon Coburn,65,TN
McMinn,Governor,,Independent,Write-In - A. Darryl Haas,1,TN
McMinn,Governor,,Republican,Bill Haslam,8120,TN
McNairy,Governor,,Constitution,Shaun Crowell,106,TN
McNairy,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1032,TN
McNairy,Governor,,Green,Isa Infante,20,TN
McNairy,Governor,,Independent,Daniel T. Lewis,34,TN
McNairy,Governor,,Independent,John Jay Hooker,97,TN
McNairy,Governor,,Independent,Steven Damon Coburn,41,TN
McNairy,Governor,,Republican,Bill Haslam,4019,TN
Meigs,Governor,,Constitution,Shaun Crowell,34,TN
Meigs,Governor,,Democratic,"Charles V. ""Charlie"" Brown",439,TN
Meigs,Governor,,Green,Isa Infante,21,TN
Meigs,Governor,,Independent,Daniel T. Lewis,17,TN
Meigs,Governor,,Independent,John Jay Hooker,54,TN
Meigs,Governor,,Independent,Steven Damon Coburn,12,TN
Meigs,Governor,,Republican,Bill Haslam,1683,TN
Monroe,Governor,,Constitution,Shaun Crowell,169,TN
Monroe,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1788,TN
Monroe,Governor,,Green,Isa Infante,50,TN
Monroe,Governor,,Independent,Daniel T. Lewis,44,TN
Monroe,Governor,,Independent,John Jay Hooker,147,TN
Monroe,Governor,,Independent,Steven Damon Coburn,50,TN
Monroe,Governor,,Republican,Bill Haslam,7567,TN
Montgomery,Governor,,Constitution,Shaun Crowell,640,TN
Montgomery,Governor,,Democratic,"Charles V. ""Charlie"" Brown",7073,TN
Montgomery,Governor,,Green,Isa Infante,319,TN
