county,office,district,party,candidate,votes,state
Montgomery,Governor,,Independent,Daniel T. Lewis,209,TN
Montgomery,Governor,,Independent,John Jay Hooker,456,TN
Montgomery,Governor,,Independent,Steven Damon Coburn,181,TN
Montgomery,Governor,,Republican,Bill Haslam,20185,TN
Moore,Governor,,Constitution,Shaun Crowell,40,TN
Moore,Governor,,Democratic,"Charles V. ""Charlie"" Brown",306,TN
Moore,Governor,,Green,Isa Infante,5,TN
Moore,Governor,,Independent,Daniel T. Lewis,13,TN
Moore,Governor,,Independent,John Jay Hooker,41,TN
Moore,Governor,,Independent,Steven Damon Coburn,15,TN
Moore,Governor,,Republican,Bill Haslam,1145,TN
Morgan,Governor,,Constitution,Shaun Crowell,58,TN
Morgan,Governor,,Democratic,"Charles V. ""Charlie"" Brown",962,TN
Morgan,Governor,,Green,Isa Infante,9,TN
Morgan,Governor,,Independent,Daniel T. Lewis,21,TN
Morgan,Governor,,Independent,John Jay Hooker,88,TN
Morgan,Governor,,Independent,Steven Damon Coburn,18,TN
Morgan,Governor,,Republican,Bill Haslam,2453,TN
Obion,Governor,,Constitution,Shaun Crowell,502,TN
Obion,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1369,TN
Obion,Governor,,Green,Isa Infante,38,TN
Obion,Governor,,Independent,Daniel T. Lewis,53,TN
Obion,Governor,,Independent,John Jay Hooker,128,TN
Obion,Governor,,Independent,Steven Damon Coburn,88,TN
Obion,Governor,,Republican,Bill Haslam,4428,TN
Overton,Governor,,Constitution,Shaun Crowell,107,TN
Overton,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1025,TN
Overton,Governor,,Green,Isa Infante,14,TN
Overton,Governor,,Independent,Daniel T. Lewis,29,TN
Overton,Governor,,Independent,John Jay Hooker,121,TN
Overton,Governor,,Independent,Steven Damon Coburn,66,TN
Overton,Governor,,Republican,Bill Haslam,2613,TN
Perry,Governor,,Constitution,Shaun Crowell,63,TN
Perry,Governor,,Democratic,"Charles V. ""Charlie"" Brown",327,TN
Perry,Governor,,Green,Isa Infante,18,TN
Perry,Governor,,Independent,Daniel T. Lewis,12,TN
Perry,Governor,,Independent,John Jay Hooker,32,TN
Perry,Governor,,Independent,Steven Damon Coburn,9,TN
Perry,Governor,,Republican,Bill Haslam,945,TN
Pickett,Governor,,Constitution,Shaun Crowell,15,TN
Pickett,Governor,,Democratic,"Charles V. ""Charlie"" Brown",328,TN
Pickett,Governor,,Green,Isa Infante,9,TN
Pickett,Governor,,Independent,Daniel T. Lewis,14,TN
Pickett,Governor,,Independent,John Jay Hooker,37,TN
Pickett,Governor,,Independent,Steven Damon Coburn,54,TN
Pickett,Governor,,Republican,Bill Haslam,1154,TN
Polk,Governor,,Constitution,Shaun Crowell,63,TN
Polk,Governor,,Democratic,"Charles V. ""Charlie"" Brown",829,TN
Polk,Governor,,Green,Isa Infante,29,TN
Polk,Governor,,Independent,Daniel T. Lewis,23,TN
Polk,Governor,,Independent,John Jay Hooker,44,TN
Polk,Governor,,Independent,Steven Damon Coburn,18,TN
Polk,Governor,,Republican,Bill Haslam,2505,TN
Putnam,Governor,,Constitution,Shaun Crowell,284,TN
Putnam,Governor,,Democratic,"Charles V. ""Charlie"" Brown",2727,TN
Putnam,Governor,,Green,Isa Infante,213,TN
Putnam,Governor,,Independent,Daniel T. Lewis,104,TN
Putnam,Governor,,Independent,John Jay Hooker,363,TN
Putnam,Governor,,Independent,Steven Damon Coburn,217,TN
Putnam,Governor,,Republican,Bill Haslam,10425,TN
Rhea,Governor,,Constitution,Shaun Crowell,106,TN
Rhea,Governor,,Democratic,"Charles V. ""Charlie"" Brown",873,TN
Rhea,Governor,,Green,Isa Infante,27,TN
Rhea,Governor,,Independent,Daniel T. Lewis,28,TN
Rhea,Governor,,Independent,John Jay Hooker,61,TN
Rhea,Governor,,Independent,Steven Damon Coburn,29,TN
Rhea,Governor,,Republican,Bill Haslam,4792,TN
Roane,Governor,,Constitution,Shaun Crowell,252,TN
Roane,Governor,,Democratic,"Charles V. ""Charlie"" Brown",2178,TN
Roane,Governor,,Green,Isa Infante,154,TN
Roane,Governor,,Independent,Daniel T. Lewis,69,TN
Roane,Governor,,Independent,John Jay Hooker,370,TN
Roane,Governor,,Independent,Steven Damon Coburn,72,TN
Roane,Governor,,Republican,Bill Haslam,10310,TN
Robertson,Governor,,Constitution,Shaun Crowell,382,TN
Robertson,Governor,,Democratic,"Charles V. ""Charlie"" Brown",2501,TN
Robertson,Governor,,Green,Isa Infante,102,TN
Robertson,Governor,,Independent,Daniel T. Lewis,115,TN
Robertson,Governor,,Independent,John Jay Hooker,416,TN
Robertson,Governor,,Independent,Steven Damon Coburn,96,TN
Robertson,Governor,,Republican,Bill Haslam,10177,TN
Rutherford,Governor,,Constitution,Shaun Crowell,1316,TN
Rutherford,Governor,,Democratic,"Charles V. ""Charlie"" Brown",11323,TN
Rutherford,Governor,,Green,Isa Infante,840,TN
Rutherford,Governor,,Independent,Daniel T. Lewis,387,TN
Rutherford,Governor,,Independent,John Jay Hooker,1331,TN
Rutherford,Governor,,Independent,Steven Damon Coburn,325,TN
Rutherford,Governor,,Independent,Write-In - BeLinda Jo Ivins,1,TN
Rutherford,Governor,,Independent,Write-In - Mark Pearson,4,TN
Rutherford,Governor,,Republican,Bill Haslam,36467,TN
Scott,Governor,,Constitution,Shaun Crowell,31,TN
Scott,Governor,,Democratic,"Charles V. ""Charlie"" Brown",630,TN
Scott,Governor,,Green,Isa Infante,8,TN
Scott,Governor,,Independent,Daniel T. Lewis,17,TN
Scott,Governor,,Independent,John Jay Hooker,64,TN
Scott,Governor,,Independent,Steven Damon Coburn,19,TN
Scott,Governor,,Republican,Bill Haslam,2318,TN
Sequatchie,Governor,,Constitution,Shaun Crowell,42,TN
Sequatchie,Governor,,Democratic,"Charles V. ""Charlie"" Brown",549,TN
Sequatchie,Governor,,Green,Isa Infante,18,TN
Sequatchie,Governor,,Independent,Daniel T. Lewis,26,TN
Sequatchie,Governor,,Independent,John Jay Hooker,36,TN
Sequatchie,Governor,,Independent,Steven Damon Coburn,17,TN
Sequatchie,Governor,,Republican,Bill Haslam,2418,TN
Sevier,Governor,,Constitution,Shaun Crowell,348,TN
Sevier,Governor,,Democratic,"Charles V. ""Charlie"" Brown",2205,TN
Sevier,Governor,,Green,Isa Infante,162,TN
Sevier,Governor,,Independent,Daniel T. Lewis,129,TN
Sevier,Governor,,Independent,John Jay Hooker,306,TN
Sevier,Governor,,Independent,Steven Damon Coburn,139,TN
Sevier,Governor,,Republican,Bill Haslam,15400,TN
Shelby,Governor,,Constitution,Shaun Crowell,1783,TN
Shelby,Governor,,Democratic,"Charles V. ""Charlie"" Brown",69193,TN
Shelby,Governor,,Green,Isa Infante,2268,TN
Shelby,Governor,,Independent,Daniel T. Lewis,731,TN
Shelby,Governor,,Independent,John Jay Hooker,2711,TN
Shelby,Governor,,Independent,Steven Damon Coburn,1487,TN
Shelby,Governor,,Independent,Write-In - A. Darryl Haas,1,TN
Shelby,Governor,,Republican,Bill Haslam,107089,TN
Smith,Governor,,Constitution,Shaun Crowell,102,TN
Smith,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1048,TN
Smith,Governor,,Green,Isa Infante,26,TN
Smith,Governor,,Independent,Daniel T. Lewis,33,TN
Smith,Governor,,Independent,John Jay Hooker,167,TN
Smith,Governor,,Independent,Steven Damon Coburn,30,TN
Smith,Governor,,Republican,Bill Haslam,2720,TN
Stewart,Governor,,Constitution,Shaun Crowell,82,TN
Stewart,Governor,,Democratic,"Charles V. ""Charlie"" Brown",760,TN
Stewart,Governor,,Green,Isa Infante,20,TN
Stewart,Governor,,Independent,Daniel T. Lewis,28,TN
Stewart,Governor,,Independent,John Jay Hooker,67,TN
Stewart,Governor,,Independent,Steven Damon Coburn,26,TN
Stewart,Governor,,Republican,Bill Haslam,1999,TN
Sullivan,Governor,,Constitution,Shaun Crowell,928,TN
Sullivan,Governor,,Democratic,"Charles V. ""Charlie"" Brown",4399,TN
Sullivan,Governor,,Green,Isa Infante,271,TN
Sullivan,Governor,,Independent,Daniel T. Lewis,182,TN
Sullivan,Governor,,Independent,John Jay Hooker,353,TN
Sullivan,Governor,,Independent,Steven Damon Coburn,142,TN
Sullivan,Governor,,Republican,Bill Haslam,26837,TN
Sumner,Governor,,Constitution,Shaun Crowell,744,TN
Sumner,Governor,,Democratic,"Charles V. ""Charlie"" Brown",6121,TN
Sumner,Governor,,Green,Isa Infante,278,TN
Sumner,Governor,,Independent,Daniel T. Lewis,235,TN
Sumner,Governor,,Independent,John Jay Hooker,901,TN
Sumner,Governor,,Independent,Steven Damon Coburn,233,TN
Sumner,Governor,,Republican,Bill Haslam,28090,TN
Tipton,Governor,,Constitution,Shaun Crowell,246,TN
Tipton,Governor,,Democratic,"Charles V. ""Charlie"" Brown",2104,TN
Tipton,Governor,,Green,Isa Infante,48,TN
Tipton,Governor,,Independent,Daniel T. Lewis,105,TN
Tipton,Governor,,Independent,John Jay Hooker,149,TN
Tipton,Governor,,Independent,Steven Damon Coburn,80,TN
Tipton,Governor,,Republican,Bill Haslam,9636,TN
Trousdale,Governor,,Constitution,Shaun Crowell,35,TN
Trousdale,Governor,,Democratic,"Charles V. ""Charlie"" Brown",392,TN
Trousdale,Governor,,Green,Isa Infante,8,TN
Trousdale,Governor,,Independent,Daniel T. Lewis,9,TN
Trousdale,Governor,,Independent,John Jay Hooker,56,TN
Trousdale,Governor,,Independent,Steven Damon Coburn,11,TN
Trousdale,Governor,,Republican,Bill Haslam,965,TN
Unicoi,Governor,,Constitution,Shaun Crowell,109,TN
Unicoi,Governor,,Democratic,"Charles V. ""Charlie"" Brown",596,TN
Unicoi,Governor,,Green,Isa Infante,53,TN
Unicoi,Governor,,Independent,Daniel T. Lewis,59,TN
Unicoi,Governor,,Independent,John Jay Hooker,77,TN
Unicoi,Governor,,Independent,Steven Damon Coburn,37,TN
Unicoi,Governor,,Republican,Bill Haslam,2999,TN
Union,Governor,,Constitution,Shaun Crowell,53,TN
Union,Governor,,Democratic,"Charles V. ""Charlie"" Brown",520,TN
Union,Governor,,Green,Isa Infante,18,TN
Union,Governor,,Independent,Daniel T. Lewis,18,TN
Union,Governor,,Independent,John Jay Hooker,71,TN
Union,Governor,,Independent,Steven Damon Coburn,13,TN
Union,Governor,,Republican,Bill Haslam,2311,TN
Van Buren,Governor,,Constitution,Shaun Crowell,35,TN
Van Buren,Governor,,Democratic,"Charles V. ""Charlie"" Brown",483,TN
Van Buren,Governor,,Green,Isa Infante,7,TN
Van Buren,Governor,,Independent,Daniel T. Lewis,16,TN
Van Buren,Governor,,Independent,John Jay Hooker,48,TN
Van Buren,Governor,,Independent,Steven Damon Coburn,20,TN
Van Buren,Governor,,Republican,Bill Haslam,903,TN
Warren,Governor,,Constitution,Shaun Crowell,164,TN
Warren,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1648,TN
Warren,Governor,,Green,Isa Infante,37,TN
Warren,Governor,,Independent,Daniel T. Lewis,65,TN
Warren,Governor,,Independent,John Jay Hooker,297,TN
Warren,Governor,,Independent,Steven Damon Coburn,47,TN
Warren,Governor,,Republican,Bill Haslam,5285,TN
Washington,Governor,,Constitution,Shaun Crowell,808,TN
Washington,Governor,,Democratic,"Charles V. ""Charlie"" Brown",4485,TN
Washington,Governor,,Green,Isa Infante,533,TN
Washington,Governor,,Independent,Daniel T. Lewis,252,TN
Washington,Governor,,Independent,John Jay Hooker,349,TN
Washington,Governor,,Independent,Steven Damon Coburn,162,TN
Washington,Governor,,Republican,Bill Haslam,19707,TN
Wayne,Governor,,Constitution,Shaun Crowell,71,TN
Wayne,Governor,,Democratic,"Charles V. ""Charlie"" Brown",423,TN
Wayne,Governor,,Green,Isa Infante,18,TN
Wayne,Governor,,Independent,Daniel T. Lewis,15,TN
Wayne,Governor,,Independent,John Jay Hooker,56,TN
Wayne,Governor,,Independent,Steven Damon Coburn,27,TN
Wayne,Governor,,Republican,Bill Haslam,2122,TN
Weakley,Governor,,Constitution,Shaun Crowell,372,TN
Weakley,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1600,TN
Weakley,Governor,,Green,Isa Infante,52,TN
Weakley,Governor,,Independent,Daniel T. Lewis,44,TN
Weakley,Governor,,Independent,John Jay Hooker,145,TN
Weakley,Governor,,Independent,Steven Damon Coburn,69,TN
Weakley,Governor,,Independent,Write-In - A. Darryl Haas,1,TN
Weakley,Governor,,Republican,Bill Haslam,5082,TN
White,Governor,,Constitution,Shaun Crowell,144,TN
White,Governor,,Democratic,"Charles V. ""Charlie"" Brown",1214,TN
White,Governor,,Green,Isa Infante,49,TN
White,Governor,,Independent,Daniel T. Lewis,48,TN
White,Governor,,Independent,John Jay Hooker,146,TN
White,Governor,,Independent,Steven Damon Coburn,70,TN
White,Governor,,Republican,Bill Haslam,4030,TN
Williamson,Governor,,Constitution,Shaun Crowell,1538,TN
Williamson,Governor,,Democratic,"Charles V. ""Charlie"" Brown",7501,TN
Williamson,Governor,,Green,Isa Infante,763,TN
Williamson,Governor,,Independent,Daniel T. Lewis,267,TN
Williamson,Governor,,Independent,John Jay Hooker,1182,TN
Williamson,Governor,,Independent,Steven Damon Coburn,280,TN
Williamson,Governor,,Republican,Bill Haslam,45329,TN
Wilson,Governor,,Constitution,Shaun Crowell,613,TN
Wilson,Governor,,Democratic,"Charles V. ""Charlie"" Brown",5075,TN
Wilson,Governor,,Green,Isa Infante,219,TN
Wilson,Governor,,Independent,Daniel T. Lewis,173,TN
Wilson,Governor,,Independent,John Jay Hooker,893,TN
Wilson,Governor,,Independent,Steven Damon Coburn,178,TN
Wilson,Governor,,Republican,Bill Haslam,22580,TN
ANDERSON,Governor,,REP,Greg Abbott,7732,TX
ANDERSON,Governor,,DEM,Wendy R. Davis,2286,TX
ANDERSON,Governor,,LIB,Kathie Glass,141,TX
ANDERSON,Governor,,GRN,Brandon Parmer,54,TX
ANDERSON,Governor,,WI,Sarah M. Pavitt,0,TX
ANDREWS,Governor,,REP,Greg Abbott,1988,TX
ANDREWS,Governor,,DEM,Wendy R. Davis,203,TX
ANDREWS,Governor,,LIB,Kathie Glass,25,TX
ANDREWS,Governor,,GRN,Brandon Parmer,5,TX
ANDREWS,Governor,,WI,Sarah M. Pavitt,0,TX
ANGELINA,Governor,,REP,Greg Abbott,12940,TX
ANGELINA,Governor,,DEM,Wendy R. Davis,3686,TX
ANGELINA,Governor,,LIB,Kathie Glass,131,TX
ANGELINA,Governor,,GRN,Brandon Parmer,42,TX
ANGELINA,Governor,,WI,Sarah M. Pavitt,3,TX
ARANSAS,Governor,,REP,Greg Abbott,4460,TX
ARANSAS,Governor,,DEM,Wendy R. Davis,1480,TX
ARANSAS,Governor,,LIB,Kathie Glass,90,TX
ARANSAS,Governor,,GRN,Brandon Parmer,35,TX
ARANSAS,Governor,,WI,Sarah M. Pavitt,5,TX
ARCHER,Governor,,REP,Greg Abbott,2297,TX
ARCHER,Governor,,DEM,Wendy R. Davis,302,TX
ARCHER,Governor,,LIB,Kathie Glass,26,TX
ARCHER,Governor,,GRN,Brandon Parmer,11,TX
ARCHER,Governor,,WI,Sarah M. Pavitt,0,TX
ARMSTRONG,Governor,,REP,Greg Abbott,502,TX
ARMSTRONG,Governor,,DEM,Wendy R. Davis,59,TX
ARMSTRONG,Governor,,LIB,Kathie Glass,9,TX
ARMSTRONG,Governor,,GRN,Brandon Parmer,1,TX
ARMSTRONG,Governor,,WI,Sarah M. Pavitt,0,TX
ATASCOSA,Governor,,REP,Greg Abbott,4760,TX
ATASCOSA,Governor,,DEM,Wendy R. Davis,2589,TX
ATASCOSA,Governor,,LIB,Kathie Glass,77,TX
ATASCOSA,Governor,,GRN,Brandon Parmer,37,TX
ATASCOSA,Governor,,WI,Sarah M. Pavitt,2,TX
AUSTIN,Governor,,REP,Greg Abbott,5813,TX
AUSTIN,Governor,,DEM,Wendy R. Davis,1252,TX
AUSTIN,Governor,,LIB,Kathie Glass,81,TX
AUSTIN,Governor,,GRN,Brandon Parmer,29,TX
AUSTIN,Governor,,WI,Sarah M. Pavitt,7,TX
BAILEY,Governor,,REP,Greg Abbott,868,TX
BAILEY,Governor,,DEM,Wendy R. Davis,130,TX
BAILEY,Governor,,LIB,Kathie Glass,4,TX
BAILEY,Governor,,GRN,Brandon Parmer,2,TX
BAILEY,Governor,,WI,Sarah M. Pavitt,0,TX
BANDERA,Governor,,REP,Greg Abbott,4911,TX
BANDERA,Governor,,DEM,Wendy R. Davis,1257,TX
BANDERA,Governor,,LIB,Kathie Glass,146,TX
BANDERA,Governor,,GRN,Brandon Parmer,32,TX
BANDERA,Governor,,WI,Sarah M. Pavitt,0,TX
BASTROP,Governor,,REP,Greg Abbott,9803,TX
BASTROP,Governor,,DEM,Wendy R. Davis,6566,TX
BASTROP,Governor,,LIB,Kathie Glass,489,TX
BASTROP,Governor,,GRN,Brandon Parmer,98,TX
BASTROP,Governor,,WI,Sarah M. Pavitt,5,TX
BAYLOR,Governor,,REP,Greg Abbott,700,TX
BAYLOR,Governor,,DEM,Wendy R. Davis,134,TX
BAYLOR,Governor,,LIB,Kathie Glass,6,TX
BAYLOR,Governor,,GRN,Brandon Parmer,4,TX
BAYLOR,Governor,,WI,Sarah M. Pavitt,0,TX
BEE,Governor,,REP,Greg Abbott,2972,TX
BEE,Governor,,DEM,Wendy R. Davis,2128,TX
BEE,Governor,,LIB,Kathie Glass,97,TX
BEE,Governor,,GRN,Brandon Parmer,29,TX
BEE,Governor,,WI,Sarah M. Pavitt,0,TX
BELL,Governor,,REP,Greg Abbott,28778,TX
BELL,Governor,,DEM,Wendy R. Davis,14412,TX
BELL,Governor,,LIB,Kathie Glass,602,TX
BELL,Governor,,GRN,Brandon Parmer,157,TX
BELL,Governor,,WI,Sarah M. Pavitt,34,TX
BEXAR,Governor,,REP,Greg Abbott,149697,TX
BEXAR,Governor,,DEM,Wendy R. Davis,145711,TX
BEXAR,Governor,,LIB,Kathie Glass,4079,TX
BEXAR,Governor,,GRN,Brandon Parmer,1298,TX
BEXAR,Governor,,WI,Sarah M. Pavitt,165,TX
BLANCO,Governor,,REP,Greg Abbott,2622,TX
BLANCO,Governor,,DEM,Wendy R. Davis,874,TX
BLANCO,Governor,,LIB,Kathie Glass,84,TX
BLANCO,Governor,,GRN,Brandon Parmer,27,TX
BLANCO,Governor,,WI,Sarah M. Pavitt,1,TX
BORDEN,Governor,,REP,Greg Abbott,240,TX
BORDEN,Governor,,DEM,Wendy R. Davis,18,TX
BORDEN,Governor,,LIB,Kathie Glass,2,TX
BORDEN,Governor,,GRN,Brandon Parmer,0,TX
BORDEN,Governor,,WI,Sarah M. Pavitt,0,TX
BOSQUE,Governor,,REP,Greg Abbott,3881,TX
BOSQUE,Governor,,DEM,Wendy R. Davis,933,TX
BOSQUE,Governor,,LIB,Kathie Glass,66,TX
BOSQUE,Governor,,GRN,Brandon Parmer,25,TX
BOSQUE,Governor,,WI,Sarah M. Pavitt,3,TX
BOWIE,Governor,,REP,Greg Abbott,15583,TX
BOWIE,Governor,,DEM,Wendy R. Davis,5564,TX
BOWIE,Governor,,LIB,Kathie Glass,304,TX
BOWIE,Governor,,GRN,Brandon Parmer,72,TX
BOWIE,Governor,,WI,Sarah M. Pavitt,9,TX
BRAZORIA,Governor,,REP,Greg Abbott,41373,TX
BRAZORIA,Governor,,DEM,Wendy R. Davis,19703,TX
BRAZORIA,Governor,,LIB,Kathie Glass,932,TX
BRAZORIA,Governor,,GRN,Brandon Parmer,266,TX
BRAZORIA,Governor,,WI,Sarah M. Pavitt,6,TX
BRAZOS,Governor,,REP,Greg Abbott,21859,TX
BRAZOS,Governor,,DEM,Wendy R. Davis,9125,TX
BRAZOS,Governor,,LIB,Kathie Glass,503,TX
BRAZOS,Governor,,GRN,Brandon Parmer,116,TX
BRAZOS,Governor,,WI,Sarah M. Pavitt,5,TX
BREWSTER,Governor,,REP,Greg Abbott,1499,TX
BREWSTER,Governor,,DEM,Wendy R. Davis,1311,TX
BREWSTER,Governor,,LIB,Kathie Glass,75,TX
BREWSTER,Governor,,GRN,Brandon Parmer,22,TX
BREWSTER,Governor,,WI,Sarah M. Pavitt,1,TX
BRISCOE,Governor,,REP,Greg Abbott,431,TX
BRISCOE,Governor,,DEM,Wendy R. Davis,75,TX
BRISCOE,Governor,,LIB,Kathie Glass,1,TX
BRISCOE,Governor,,GRN,Brandon Parmer,3,TX
BRISCOE,Governor,,WI,Sarah M. Pavitt,0,TX
BROOKS,Governor,,REP,Greg Abbott,588,TX
BROOKS,Governor,,DEM,Wendy R. Davis,1478,TX
BROOKS,Governor,,LIB,Kathie Glass,47,TX
BROOKS,Governor,,GRN,Brandon Parmer,29,TX
BROOKS,Governor,,WI,Sarah M. Pavitt,4,TX
BROWN,Governor,,REP,Greg Abbott,7176,TX
BROWN,Governor,,DEM,Wendy R. Davis,901,TX
BROWN,Governor,,LIB,Kathie Glass,104,TX
BROWN,Governor,,GRN,Brandon Parmer,18,TX
BROWN,Governor,,WI,Sarah M. Pavitt,2,TX
BURLESON,Governor,,REP,Greg Abbott,3199,TX
BURLESON,Governor,,DEM,Wendy R. Davis,959,TX
BURLESON,Governor,,LIB,Kathie Glass,42,TX
BURLESON,Governor,,GRN,Brandon Parmer,8,TX
BURLESON,Governor,,WI,Sarah M. Pavitt,0,TX
BURNET,Governor,,REP,Greg Abbott,8995,TX
BURNET,Governor,,DEM,Wendy R. Davis,2571,TX
BURNET,Governor,,LIB,Kathie Glass,253,TX
BURNET,Governor,,GRN,Brandon Parmer,59,TX
BURNET,Governor,,WI,Sarah M. Pavitt,5,TX
CALDWELL,Governor,,REP,Greg Abbott,5037,TX
CALDWELL,Governor,,DEM,Wendy R. Davis,3578,TX
CALDWELL,Governor,,LIB,Kathie Glass,212,TX
CALDWELL,Governor,,GRN,Brandon Parmer,75,TX
CALDWELL,Governor,,WI,Sarah M. Pavitt,4,TX
CALHOUN,Governor,,REP,Greg Abbott,2737,TX
CALHOUN,Governor,,DEM,Wendy R. Davis,1326,TX
CALHOUN,Governor,,LIB,Kathie Glass,65,TX
CALHOUN,Governor,,GRN,Brandon Parmer,27,TX
CALHOUN,Governor,,WI,Sarah M. Pavitt,0,TX
CALLAHAN,Governor,,REP,Greg Abbott,2636,TX
CALLAHAN,Governor,,DEM,Wendy R. Davis,285,TX
CALLAHAN,Governor,,LIB,Kathie Glass,40,TX
CALLAHAN,Governor,,GRN,Brandon Parmer,8,TX
CALLAHAN,Governor,,WI,Sarah M. Pavitt,0,TX
CAMERON,Governor,,REP,Greg Abbott,16556,TX
CAMERON,Governor,,DEM,Wendy R. Davis,21859,TX
CAMERON,Governor,,LIB,Kathie Glass,725,TX
CAMERON,Governor,,GRN,Brandon Parmer,244,TX
CAMERON,Governor,,WI,Sarah M. Pavitt,23,TX
CAMP,Governor,,REP,Greg Abbott,1862,TX
CAMP,Governor,,DEM,Wendy R. Davis,718,TX
CAMP,Governor,,LIB,Kathie Glass,22,TX
CAMP,Governor,,GRN,Brandon Parmer,9,TX
CAMP,Governor,,WI,Sarah M. Pavitt,2,TX
CARSON,Governor,,REP,Greg Abbott,1634,TX
CARSON,Governor,,DEM,Wendy R. Davis,193,TX
CARSON,Governor,,LIB,Kathie Glass,19,TX
CARSON,Governor,,GRN,Brandon Parmer,11,TX
CARSON,Governor,,WI,Sarah M. Pavitt,0,TX
CASS,Governor,,REP,Greg Abbott,5185,TX
CASS,Governor,,DEM,Wendy R. Davis,1687,TX
CASS,Governor,,LIB,Kathie Glass,57,TX
CASS,Governor,,GRN,Brandon Parmer,18,TX
CASS,Governor,,WI,Sarah M. Pavitt,0,TX
CASTRO,Governor,,REP,Greg Abbott,917,TX
CASTRO,Governor,,DEM,Wendy R. Davis,217,TX
